timestamp,ip,method,url,query,headers,body,userAgent,status,responseTime,responseSize
2025-05-05T07:13:16.748Z,::1,GET,/,{},"{'host': 'localhost:3000', 'connection': 'keep-alive', 'sec-ch-ua': '""Brave"";v=""135"", ""Not-A.Brand"";v=""8"", ""Chromium"";v=""135""', 'sec-ch-ua-mobile': '?0', 'sec-ch-ua-platform': '""Linux""', 'upgrade-insecure-requests': '1', 'user-agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36', 'accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8', 'sec-gpc': '1', 'accept-language': 'en-US,en;q=0.5', 'sec-fetch-site': 'none', 'sec-fetch-mode': 'navigate', 'sec-fetch-user': '?1', 'sec-fetch-dest': 'document', 'accept-encoding': 'gzip, deflate, br, zstd', 'cookie': 'csrftoken=nik8ApBIAwavoYWjJ8SDnSJs2MBzp4i2; username-localhost-8888=""2|1:0|10:1745411065|23:username-localhost-8888|200:eyJ1c2VybmFtZSI6ICJiMjZkZGEzOTA0NDc0MDZlYjc1YjIyNGQyNWZhZDU1NCIsICJuYW1lIjogIkFub255bW91cyBIZWdlbW9uZSIsICJkaXNwbGF5X25hbWUiOiAiQW5vbnltb3VzIEhlZ2Vtb25lIiwgImluaXRpYWxzIjogIkFIIiwgImNvbG9yIjogbnVsbH0=|e1e1053a4a55a5bd5da57b6d82b43612612532fde5ba40f375a6bdbbf9041b9d""; _xsrf=2|1ae6b2ed|f1404bec45138a2c1c9e68e0bc53c67c|1745411065'}",,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",200,23,12134
2025-05-05T07:13:16.810Z,::1,GET,/log2.png,{},"{'host': 'localhost:3000', 'connection': 'keep-alive', 'sec-ch-ua-platform': '""Linux""', 'user-agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36', 'sec-ch-ua': '""Brave"";v=""135"", ""Not-A.Brand"";v=""8"", ""Chromium"";v=""135""', 'sec-ch-ua-mobile': '?0', 'accept': 'image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8', 'sec-gpc': '1', 'accept-language': 'en-US,en;q=0.5', 'sec-fetch-site': 'same-origin', 'sec-fetch-mode': 'no-cors', 'sec-fetch-dest': 'image', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'cookie': 'csrftoken=nik8ApBIAwavoYWjJ8SDnSJs2MBzp4i2; username-localhost-8888=""2|1:0|10:1745411065|23:username-localhost-8888|200:eyJ1c2VybmFtZSI6ICJiMjZkZGEzOTA0NDc0MDZlYjc1YjIyNGQyNWZhZDU1NCIsICJuYW1lIjogIkFub255bW91cyBIZWdlbW9uZSIsICJkaXNwbGF5X25hbWUiOiAiQW5vbnltb3VzIEhlZ2Vtb25lIiwgImluaXRpYWxzIjogIkFIIiwgImNvbG9yIjogbnVsbH0=|e1e1053a4a55a5bd5da57b6d82b43612612532fde5ba40f375a6bdbbf9041b9d""; _xsrf=2|1ae6b2ed|f1404bec45138a2c1c9e68e0bc53c67c|1745411065'}",,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",200,7,21315
2025-05-05T07:13:17.791Z,::1,GET,/favicon.ico,{},"{'host': 'localhost:3000', 'connection': 'keep-alive', 'sec-ch-ua-platform': '""Linux""', 'user-agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36', 'sec-ch-ua': '""Brave"";v=""135"", ""Not-A.Brand"";v=""8"", ""Chromium"";v=""135""', 'sec-ch-ua-mobile': '?0', 'accept': 'image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8', 'sec-gpc': '1', 'accept-language': 'en-US,en;q=0.5', 'sec-fetch-site': 'same-origin', 'sec-fetch-mode': 'no-cors', 'sec-fetch-dest': 'image', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'cookie': 'csrftoken=nik8ApBIAwavoYWjJ8SDnSJs2MBzp4i2; username-localhost-8888=""2|1:0|10:1745411065|23:username-localhost-8888|200:eyJ1c2VybmFtZSI6ICJiMjZkZGEzOTA0NDc0MDZlYjc1YjIyNGQyNWZhZDU1NCIsICJuYW1lIjogIkFub255bW91cyBIZWdlbW9uZSIsICJkaXNwbGF5X25hbWUiOiAiQW5vbnltb3VzIEhlZ2Vtb25lIiwgImluaXRpYWxzIjogIkFIIiwgImNvbG9yIjogbnVsbH0=|e1e1053a4a55a5bd5da57b6d82b43612612532fde5ba40f375a6bdbbf9041b9d""; _xsrf=2|1ae6b2ed|f1404bec45138a2c1c9e68e0bc53c67c|1745411065'}",,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",404,5,150
2025-05-05T07:13:22.301Z,::1,GET,/index.html,{},"{'host': 'localhost:3000', 'connection': 'keep-alive', 'sec-ch-ua': '""Brave"";v=""135"", ""Not-A.Brand"";v=""8"", ""Chromium"";v=""135""', 'sec-ch-ua-mobile': '?0', 'sec-ch-ua-platform': '""Linux""', 'upgrade-insecure-requests': '1', 'user-agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36', 'accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8', 'sec-gpc': '1', 'accept-language': 'en-US,en;q=0.5', 'sec-fetch-site': 'same-origin', 'sec-fetch-mode': 'navigate', 'sec-fetch-user': '?1', 'sec-fetch-dest': 'document', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'cookie': 'csrftoken=nik8ApBIAwavoYWjJ8SDnSJs2MBzp4i2; username-localhost-8888=""2|1:0|10:1745411065|23:username-localhost-8888|200:eyJ1c2VybmFtZSI6ICJiMjZkZGEzOTA0NDc0MDZlYjc1YjIyNGQyNWZhZDU1NCIsICJuYW1lIjogIkFub255bW91cyBIZWdlbW9uZSIsICJkaXNwbGF5X25hbWUiOiAiQW5vbnltb3VzIEhlZ2Vtb25lIiwgImluaXRpYWxzIjogIkFIIiwgImNvbG9yIjogbnVsbH0=|e1e1053a4a55a5bd5da57b6d82b43612612532fde5ba40f375a6bdbbf9041b9d""; _xsrf=2|1ae6b2ed|f1404bec45138a2c1c9e68e0bc53c67c|1745411065'}",,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",200,2,12134
2025-05-05T07:13:22.343Z,::1,GET,/log2.png,{},"{'host': 'localhost:3000', 'connection': 'keep-alive', 'sec-ch-ua-platform': '""Linux""', 'if-none-match': 'W/""5343-195dbb93b20""', 'user-agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36', 'sec-ch-ua': '""Brave"";v=""135"", ""Not-A.Brand"";v=""8"", ""Chromium"";v=""135""', 'if-modified-since': 'Fri, 28 Mar 2025 07:48:24 GMT', 'sec-ch-ua-mobile': '?0', 'accept': 'image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8', 'sec-gpc': '1', 'accept-language': 'en-US,en;q=0.5', 'sec-fetch-site': 'same-origin', 'sec-fetch-mode': 'no-cors', 'sec-fetch-dest': 'image', 'referer': 'http://localhost:3000/index.html', 'accept-encoding': 'gzip, deflate, br, zstd', 'cookie': 'csrftoken=nik8ApBIAwavoYWjJ8SDnSJs2MBzp4i2; username-localhost-8888=""2|1:0|10:1745411065|23:username-localhost-8888|200:eyJ1c2VybmFtZSI6ICJiMjZkZGEzOTA0NDc0MDZlYjc1YjIyNGQyNWZhZDU1NCIsICJuYW1lIjogIkFub255bW91cyBIZWdlbW9uZSIsICJkaXNwbGF5X25hbWUiOiAiQW5vbnltb3VzIEhlZ2Vtb25lIiwgImluaXRpYWxzIjogIkFIIiwgImNvbG9yIjogbnVsbH0=|e1e1053a4a55a5bd5da57b6d82b43612612532fde5ba40f375a6bdbbf9041b9d""; _xsrf=2|1ae6b2ed|f1404bec45138a2c1c9e68e0bc53c67c|1745411065'}",,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",304,3,0
2025-05-05T07:13:23.658Z,::1,GET,/network-traffic.html,{},"{'host': 'localhost:3000', 'connection': 'keep-alive', 'sec-ch-ua': '""Brave"";v=""135"", ""Not-A.Brand"";v=""8"", ""Chromium"";v=""135""', 'sec-ch-ua-mobile': '?0', 'sec-ch-ua-platform': '""Linux""', 'upgrade-insecure-requests': '1', 'user-agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36', 'accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8', 'sec-gpc': '1', 'accept-language': 'en-US,en;q=0.5', 'sec-fetch-site': 'same-origin', 'sec-fetch-mode': 'navigate', 'sec-fetch-user': '?1', 'sec-fetch-dest': 'document', 'referer': 'http://localhost:3000/index.html', 'accept-encoding': 'gzip, deflate, br, zstd', 'cookie': 'csrftoken=nik8ApBIAwavoYWjJ8SDnSJs2MBzp4i2; username-localhost-8888=""2|1:0|10:1745411065|23:username-localhost-8888|200:eyJ1c2VybmFtZSI6ICJiMjZkZGEzOTA0NDc0MDZlYjc1YjIyNGQyNWZhZDU1NCIsICJuYW1lIjogIkFub255bW91cyBIZWdlbW9uZSIsICJkaXNwbGF5X25hbWUiOiAiQW5vbnltb3VzIEhlZ2Vtb25lIiwgImluaXRpYWxzIjogIkFIIiwgImNvbG9yIjogbnVsbH0=|e1e1053a4a55a5bd5da57b6d82b43612612532fde5ba40f375a6bdbbf9041b9d""; _xsrf=2|1ae6b2ed|f1404bec45138a2c1c9e68e0bc53c67c|1745411065'}",,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",200,2,4807
2025-05-05T07:13:23.703Z,::1,GET,/log2.png,{},"{'host': 'localhost:3000', 'connection': 'keep-alive', 'sec-ch-ua-platform': '""Linux""', 'if-none-match': 'W/""5343-195dbb93b20""', 'user-agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36', 'sec-ch-ua': '""Brave"";v=""135"", ""Not-A.Brand"";v=""8"", ""Chromium"";v=""135""', 'if-modified-since': 'Fri, 28 Mar 2025 07:48:24 GMT', 'sec-ch-ua-mobile': '?0', 'accept': 'image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8', 'sec-gpc': '1', 'accept-language': 'en-US,en;q=0.5', 'sec-fetch-site': 'same-origin', 'sec-fetch-mode': 'no-cors', 'sec-fetch-dest': 'image', 'referer': 'http://localhost:3000/network-traffic.html', 'accept-encoding': 'gzip, deflate, br, zstd', 'cookie': 'csrftoken=nik8ApBIAwavoYWjJ8SDnSJs2MBzp4i2; username-localhost-8888=""2|1:0|10:1745411065|23:username-localhost-8888|200:eyJ1c2VybmFtZSI6ICJiMjZkZGEzOTA0NDc0MDZlYjc1YjIyNGQyNWZhZDU1NCIsICJuYW1lIjogIkFub255bW91cyBIZWdlbW9uZSIsICJkaXNwbGF5X25hbWUiOiAiQW5vbnltb3VzIEhlZ2Vtb25lIiwgImluaXRpYWxzIjogIkFIIiwgImNvbG9yIjogbnVsbH0=|e1e1053a4a55a5bd5da57b6d82b43612612532fde5ba40f375a6bdbbf9041b9d""; _xsrf=2|1ae6b2ed|f1404bec45138a2c1c9e68e0bc53c67c|1745411065'}",,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",304,3,0
2025-05-05T07:13:25.605Z,::1,GET,/threatdetection.html,{},"{'host': 'localhost:3000', 'connection': 'keep-alive', 'sec-ch-ua': '""Brave"";v=""135"", ""Not-A.Brand"";v=""8"", ""Chromium"";v=""135""', 'sec-ch-ua-mobile': '?0', 'sec-ch-ua-platform': '""Linux""', 'upgrade-insecure-requests': '1', 'user-agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36', 'accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8', 'sec-gpc': '1', 'accept-language': 'en-US,en;q=0.5', 'sec-fetch-site': 'same-origin', 'sec-fetch-mode': 'navigate', 'sec-fetch-user': '?1', 'sec-fetch-dest': 'document', 'referer': 'http://localhost:3000/network-traffic.html', 'accept-encoding': 'gzip, deflate, br, zstd', 'cookie': 'csrftoken=nik8ApBIAwavoYWjJ8SDnSJs2MBzp4i2; username-localhost-8888=""2|1:0|10:1745411065|23:username-localhost-8888|200:eyJ1c2VybmFtZSI6ICJiMjZkZGEzOTA0NDc0MDZlYjc1YjIyNGQyNWZhZDU1NCIsICJuYW1lIjogIkFub255bW91cyBIZWdlbW9uZSIsICJkaXNwbGF5X25hbWUiOiAiQW5vbnltb3VzIEhlZ2Vtb25lIiwgImluaXRpYWxzIjogIkFIIiwgImNvbG9yIjogbnVsbH0=|e1e1053a4a55a5bd5da57b6d82b43612612532fde5ba40f375a6bdbbf9041b9d""; _xsrf=2|1ae6b2ed|f1404bec45138a2c1c9e68e0bc53c67c|1745411065'}",,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",200,2,9897
2025-05-05T07:13:25.644Z,::1,GET,/log2.png,{},"{'host': 'localhost:3000', 'connection': 'keep-alive', 'sec-ch-ua-platform': '""Linux""', 'if-none-match': 'W/""5343-195dbb93b20""', 'user-agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36', 'sec-ch-ua': '""Brave"";v=""135"", ""Not-A.Brand"";v=""8"", ""Chromium"";v=""135""', 'if-modified-since': 'Fri, 28 Mar 2025 07:48:24 GMT', 'sec-ch-ua-mobile': '?0', 'accept': 'image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8', 'sec-gpc': '1', 'accept-language': 'en-US,en;q=0.5', 'sec-fetch-site': 'same-origin', 'sec-fetch-mode': 'no-cors', 'sec-fetch-dest': 'image', 'referer': 'http://localhost:3000/threatdetection.html', 'accept-encoding': 'gzip, deflate, br, zstd', 'cookie': 'csrftoken=nik8ApBIAwavoYWjJ8SDnSJs2MBzp4i2; username-localhost-8888=""2|1:0|10:1745411065|23:username-localhost-8888|200:eyJ1c2VybmFtZSI6ICJiMjZkZGEzOTA0NDc0MDZlYjc1YjIyNGQyNWZhZDU1NCIsICJuYW1lIjogIkFub255bW91cyBIZWdlbW9uZSIsICJkaXNwbGF5X25hbWUiOiAiQW5vbnltb3VzIEhlZ2Vtb25lIiwgImluaXRpYWxzIjogIkFIIiwgImNvbG9yIjogbnVsbH0=|e1e1053a4a55a5bd5da57b6d82b43612612532fde5ba40f375a6bdbbf9041b9d""; _xsrf=2|1ae6b2ed|f1404bec45138a2c1c9e68e0bc53c67c|1745411065'}",,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",304,2,0
2025-05-05T07:13:26.762Z,::1,GET,/analytics.html,{},"{'host': 'localhost:3000', 'connection': 'keep-alive', 'sec-ch-ua': '""Brave"";v=""135"", ""Not-A.Brand"";v=""8"", ""Chromium"";v=""135""', 'sec-ch-ua-mobile': '?0', 'sec-ch-ua-platform': '""Linux""', 'upgrade-insecure-requests': '1', 'user-agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36', 'accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8', 'sec-gpc': '1', 'accept-language': 'en-US,en;q=0.5', 'sec-fetch-site': 'same-origin', 'sec-fetch-mode': 'navigate', 'sec-fetch-user': '?1', 'sec-fetch-dest': 'document', 'referer': 'http://localhost:3000/threatdetection.html', 'accept-encoding': 'gzip, deflate, br, zstd', 'cookie': 'csrftoken=nik8ApBIAwavoYWjJ8SDnSJs2MBzp4i2; username-localhost-8888=""2|1:0|10:1745411065|23:username-localhost-8888|200:eyJ1c2VybmFtZSI6ICJiMjZkZGEzOTA0NDc0MDZlYjc1YjIyNGQyNWZhZDU1NCIsICJuYW1lIjogIkFub255bW91cyBIZWdlbW9uZSIsICJkaXNwbGF5X25hbWUiOiAiQW5vbnltb3VzIEhlZ2Vtb25lIiwgImluaXRpYWxzIjogIkFIIiwgImNvbG9yIjogbnVsbH0=|e1e1053a4a55a5bd5da57b6d82b43612612532fde5ba40f375a6bdbbf9041b9d""; _xsrf=2|1ae6b2ed|f1404bec45138a2c1c9e68e0bc53c67c|1745411065'}",,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",200,3,7538
